,start,end,text
380,2396.0,2405.0," For Ethan's parents, Stacy and Jim Chapin, one way of coping involves creating a foundation, Ethan's smile."
381,2405.0,2408.0, Ethan just had a great smile. He smiled all the time.
382,2408.0,2417.0," Raising money for scholarships by selling tulips planted in honor of Ethan, who had worked at a tulip farm."
383,2417.0,2423.0, So Ethan will live on through the foundation. That's what motivates us to do this.
384,2423.0,2426.0," How do you live with this, Jeff?"
385,2426.0,2433.0," It's not easy. It's got to keep going, you know?"
386,2434.0,2439.0, I think just like living our lives like Xana would want us to.
387,2439.0,2446.0, I know that she would want us to talk about the life that she lived and to be her voice right now.
388,2446.0,2451.0, She had a beautiful smile. Her and Maddie.
389,2451.0,2461.0," The memories that we shared, we don't do it lightly because they are very private memories and sometimes it feels like I'm giving away a part of them."
390,2461.0,2467.0, But I do it for the importance to realize how great of a loss it is.
391,2469.0,2472.0, Because nothing's going to bring them back.
