,start,end,text
568,1593.36,1595.36, Which washes off as it braises in the oven.
569,1595.36,1597.36, So be generous with that color.
570,1597.36,1599.36, The vegetables in.
571,1599.36,1601.36, Wow.
572,1601.36,1603.36, And get the lamb.
573,1603.36,1605.36, Sat.
574,1605.36,1607.36, On top of the vegetables.
575,1607.36,1609.36," Now, deglaze the pan with red wine."
576,1609.36,1611.36, Deglaze these.
577,1611.36,1613.36, You're cleaning the bottom of the pan.
578,1613.36,1615.36, And you're getting that amazing flavor.
579,1615.36,1617.36, Washed off and lifted up into that sauce.
580,1617.36,1619.36, Can really transform that dish.
581,1619.36,1621.36, Always deglaze.
582,1621.36,1623.36, Then bring to the boil.
583,1623.36,1625.36, And cook for about 10 minutes to reduce.
584,1625.36,1627.36, The wine's reduced down by half.
585,1627.36,1629.36, Now for the stock.
586,1629.36,1631.36, And then into the oven.
587,1631.36,1633.36," Now, don't cover it."
588,1633.36,1635.36," When you cover it, all the conversation comes off."
589,1635.36,1637.36, The lid.
590,1637.36,1639.36, Your lamb becomes gray.
591,1639.36,1641.36, All this effort and that exciting spice gets washed away.
592,1641.36,1643.36, No lid.
593,1643.36,1645.36, And in the oven for three hours.
594,1645.36,1647.36, A slow cook on a low heat of 160 degrees.
595,1647.36,1649.36, Gives the spices time to work.
596,1649.36,1651.36, And transform the meat so it's mouth-watering tender.
597,1651.36,1653.36," Now, look at those."
598,1653.36,1655.36, Out.
599,1655.36,1657.36, On to a plate.
600,1657.36,1659.36, You can just see that meat sliding down.
601,1659.36,1661.36, Juicy.
602,1661.36,1663.36," And then, crevy tender."
603,1663.36,1665.36, Grab it by the shank.
604,1665.36,1667.36, Roll them round.
605,1667.36,1669.36," That rich, delicious sauce."
606,1669.36,1671.36, Look at that.
607,1671.36,1673.36, You can get your sauce.
608,1673.36,1675.36, Nice.
609,1675.36,1677.36, Beautiful.
610,1677.36,1679.36, Just get some mint.
611,1679.36,1681.36, Don't chop it.
612,1681.36,1683.36, Just pick that fresh mint and let it snow.
613,1683.36,1685.36, And there you go.
614,1685.36,1687.36, Delicious. Melting in the mouth.
615,1687.36,1689.36, Lamb shank. Amazing.
616,1695.36,1697.36," To get the most out of your spices,"
617,1697.36,1699.36, there's only one piece of kit that you need.
618,1699.36,1701.36," Pesto and water. I mean, they look fantastic,"
619,1701.36,1703.36, and it's essential for any good kitchen.
620,1703.36,1705.36, These things are so versatile.
621,1705.36,1707.36," These ancient kitchen tools are perfect for everything,"
622,1707.36,1709.36," from pesto's to dressings,"
623,1709.36,1711.36, and cost them around 15 quid.
624,1711.36,1713.36," Use to grind spices,"
625,1713.36,1715.36, and you'll max out on flavour.
626,1715.36,1717.36," Get perfect textures, and always be totally in control."
627,1717.36,1719.36," Make sure you've got a nice, large"
628,1719.36,1721.36, circumference of the bowl.
629,1721.36,1723.36," So you can grind away the heavier,"
630,1723.36,1725.36," the more durable they are,"
631,1725.36,1727.36, the more confidence it gives you when you're pounding.
632,1727.36,1729.36, And there's almost a way of confirming
633,1729.36,1731.36," homemade, hand-pounded."
634,1731.36,1733.36," Grab yourself a pesto and water,"
635,1733.36,1735.36, and soon you'll be spicing with ease.
636,1735.36,1737.36, Spices are a brilliant way to add
637,1737.36,1739.36, an extra layer and a depth of complexity
638,1739.36,1741.36, to any dish.
639,1741.36,1743.36, Learning to use them properly will really improve your cooking.
640,1743.36,1745.36, Here are three more of my super simple
641,1745.36,1747.36, spice recipes to get you going.
642,1747.36,1749.36," First up,"
643,1749.36,1751.36, a very easy chili and spice white bait.
644,1755.36,1757.36, Start with the spice coating.
645,1757.36,1759.36, And then you'll add the spices.
646,1759.36,1761.36, And then you'll add the spices.
647,1761.36,1763.36, And then you'll add the spices.
648,1763.36,1765.36, Start with the spice coating.
649,1765.36,1767.36, Toast seshwain
650,1767.36,1769.36, peppercorns and coriander seeds in a hot
651,1769.36,1771.36, dry pan to release their flavors.
652,1775.36,1777.36, Add chili flakes
653,1777.36,1779.36, and grind in a pestle and mortar to make a
654,1779.36,1781.36, fiery fine powder.
655,1781.36,1783.36," Combine with plain flour, season"
656,1783.36,1785.36, and mix.
657,1785.36,1787.36, Add olive oil
658,1787.36,1789.36, to a hot pan.
659,1789.36,1791.36, Coat white bait in the
660,1791.36,1793.36," spicy flour mix, then fry."
661,1795.36,1797.36, White bait are an oily
662,1797.36,1799.36," fish that are healthy, delicious"
663,1799.36,1801.36, and cooking minutes.
664,1801.36,1803.36," Once golden,"
665,1803.36,1805.36, they're done.
666,1805.36,1807.36, Fantastic with garlic mayonnaise
667,1807.36,1809.36, or a simple squeeze of lemon.
668,1811.36,1813.36," Ready in under 10 minutes,"
669,1813.36,1815.36, chili and spice white bait
670,1815.36,1817.36," an easy, simple, spicy dish."
671,1821.36,1823.36, My next amazingly aromatic recipe is
672,1823.36,1825.36, roasted squash hummus.
673,1831.36,1833.36, Start with my take on
674,1833.36,1835.36," razzalhanout, a classic Moroccan spice blend."
675,1837.36,1839.36," In a dry pan, toast cinnamon,"
676,1839.36,1841.36," cloves, coriander,"
677,1841.36,1843.36, fenugreek and fennel seeds.
678,1845.36,1847.36, Then add mustard seeds and cumin.
679,1847.36,1849.36," When the seeds start to pop,"
680,1849.36,1851.36, they're ready.
681,1851.36,1853.36, Add paprika
682,1853.36,1855.36, and grind into a fine powder.
683,1859.36,1861.36," For the hummus, peel and chop"
684,1861.36,1863.36, butternut squash.
685,1863.36,1865.36, Put on a baking tray
686,1865.36,1867.36," and add garlic, simply bashed"
687,1867.36,1869.36, and chopped ginger.
688,1869.36,1871.36," Drizzle with olive oil,"
689,1871.36,1873.36, season and sprinkle over the spice mix.
690,1873.36,1875.36, Then roast in a hot oven
691,1875.36,1877.36, for half an hour until soft.
692,1881.36,1883.36, Allow to cool and place in a blender.
693,1885.36,1887.36," Add tahini, a nutty paste made from sesame seeds,"
694,1887.36,1889.36," cooked chickpeas,"
695,1889.36,1891.36, a dash of lemon juice
696,1891.36,1893.36, and a drizzle of olive oil.
697,1895.36,1897.36, Blitz until luxuriously creamy and textured.
698,1897.36,1899.36," Spices toasted for maximum flavour,"
699,1899.36,1901.36, amazing roasted squash hummus.
700,1903.36,1905.36," My final, deliciously spicy dish is"
701,1905.36,1907.36, curry spice sweet corn soup.
702,1913.36,1915.36," First, the fragrant curry paste."
703,1915.36,1917.36, Roast coriander and cumin seeds
704,1917.36,1919.36, until aromatic.
705,1921.36,1923.36," Then grind, adding crushed garlic,"
706,1923.36,1925.36," chili powder, turmeric"
707,1925.36,1927.36, and finely chopped ginger.
708,1927.36,1929.36, Bring together with olive oil
709,1929.36,1931.36, to form a thick paste.
710,1931.36,1933.36," For the soup, fry finely"
711,1933.36,1935.36, chopped onions in olive oil.
712,1939.36,1941.36, Add the curry paste
713,1941.36,1943.36, and cook to release the flavours.
714,1945.36,1947.36," Add cubed potatoes, chicken stock"
715,1947.36,1949.36, and season.
716,1951.36,1953.36," When the potato has softened,"
717,1953.36,1955.36, stir in cream corn.
718,1957.36,1959.36, Then add whole sweet corn kernels
719,1959.36,1961.36, with some of the juices
720,1961.36,1963.36, and transfer to a blender
721,1963.36,1965.36, and blitz until smooth.
722,1969.36,1971.36," For texture, add more whole sweet corn."
723,1971.36,1973.36, Heat and it's ready to serve.
724,1979.36,1981.36, Wonderfully satisfying
725,1981.36,1983.36, curry spice sweet corn soup
726,1983.36,1985.36, that packs an amazing taste.
727,1987.36,1989.36, It's an amazingly aromatic punch.
728,1991.36,1993.36, Three more stunning recipes
729,1993.36,1995.36, that make cooking with spice simple.
730,1995.36,1997.36, Incredible.
731,1999.36,2001.36, This is my guide
732,2001.36,2003.36, to cooking with spice.
733,2003.36,2005.36," Next up, my shopping guide"
734,2005.36,2007.36, to buying spices.
735,2009.36,2011.36," When I buy my spice,"
736,2011.36,2013.36, I only want the best
737,2013.36,2015.36, and it always pays to get expert advice.
738,2015.36,2017.36, Burgot Eireth has been selling
739,2017.36,2019.36, every spice under the sun in London
740,2019.36,2021.36, for over 20 years.
741,2021.36,2023.36, She really knows what she's talking about.
742,2023.36,2025.36, I love spices.
743,2025.36,2027.36," They smell, the texture, the color."
744,2027.36,2029.36, Spices are so versatile.
745,2029.36,2031.36, Something very simple can be really
746,2031.36,2033.36, transforming to something really delicious.
747,2033.36,2035.36, With thousands of aromatic ingredients
748,2035.36,2037.36," on her shelves, if it smells good,"
749,2037.36,2039.36, she sells it.
750,2039.36,2041.36," If you buy spices, buy them whole."
751,2041.36,2043.36," Then you can try roast them,"
752,2043.36,2045.36, and then they will release the essential oils.
753,2045.36,2047.36, Whole spices you can keep for years.
754,2047.36,2049.3599999999997, Give them a good
755,2049.3599999999997,2051.3599999999997," bushing, wine bottle"
756,2051.3599999999997,2053.3599999999997, with your rolling pin or whatever.
757,2053.3599999999997,2055.3599999999997, And you see there is still aroma
758,2055.3599999999997,2057.3599999999997," and you can taste it, you smell it,"
759,2057.3599999999997,2059.3599999999997, then it's fine.
760,2059.3599999999997,2061.3599999999997, There's four main spices.
761,2061.3599999999997,2063.3599999999997," One is sweet, one is sour,"
762,2063.3599999999997,2065.3599999999997," one is bitter, and one is hot."
763,2065.3599999999997,2067.3599999999997, This is cinnamon
764,2067.3599999999997,2069.3599999999997, and that is really a great example
765,2069.3599999999997,2071.3599999999997, of a sweet spice.
766,2071.36,2073.36, If you buy a cinnamon quill like this
767,2073.36,2075.36, you have to check that you have
768,2075.36,2077.36, loads of different layers in here.
769,2077.36,2079.36, Then you can either grind this
770,2079.36,2081.36, or you'd break a piece off.
771,2081.36,2083.36, I mean this doesn't smell of anything now.
772,2083.36,2085.36, But if you roll it in your hand
773,2085.36,2087.36, just quickly like this
774,2087.36,2089.36, and then you smell it again
775,2089.36,2091.36, this is just unbelievable.
776,2091.36,2093.36, If you have spaghetti bolognese
777,2093.36,2095.36, put a pinch of cinnamon in it to bring out the flavor.
778,2095.36,2097.36, So this is one of those
779,2097.36,2099.36, really special spices.
780,2099.36,2101.36, Sour like a lemon
781,2101.36,2103.36, but it has a salty aftertaste.
782,2103.36,2105.36, I use this anywhere
783,2105.36,2107.36, from marinades to salad.
784,2107.36,2109.36, You haven't lived unless you tried it.
785,2109.36,2111.36, A great example for a bitter spice
786,2111.36,2113.36, would actually be turmeric.
787,2113.36,2115.36, This is actually a root
788,2115.36,2117.36, in the ground like ginger.
789,2117.36,2119.36, Use it very sparingly
790,2119.36,2121.36, about that much.
791,2121.36,2123.36, We'll actually color you with curry
792,2123.36,2125.36," or rice dish, wonderful yellow."
793,2125.36,2127.36," Watch your fingers, you get really yellow fingers from it."
794,2127.36,2129.36, Then we come to the hot spices.
795,2129.36,2131.36, One spice that I couldn't miss
796,2131.36,2133.36, and that is Hungarian paprika.
797,2133.36,2135.36, Paprika
798,2135.36,2137.36, is the powdery form
799,2137.36,2139.36, of a bell pepper.
800,2139.36,2141.36, What makes the Hungarian paprika
801,2141.36,2143.36, different is that they actually
802,2143.36,2145.36, grow it on vineyards.
803,2145.36,2147.36, It's sort of between the vines.
804,2147.36,2149.36, It has a sweetness and it has
805,2149.36,2151.36, a sharpness to it.
806,2151.36,2153.36," I have it in ice cream, I have it on fish,"
807,2153.36,2155.36, I have it everywhere.
808,2155.36,2157.36, I get spot on about the power of spices
809,2157.36,2159.36," to transform dishes, whether"
810,2159.36,2161.36, savory or sweet.
811,2161.36,2163.36, Here's my quick guide to the spices I use most.
812,2165.36,2167.36, Black pepper. This is the spice
813,2167.36,2169.36, I couldn't do without. Always buy a whole
814,2169.36,2171.36, and grind yourself so you get the freshest
815,2171.36,2173.36, flavour.
816,2173.36,2175.36, Cardamom. These pods come in green or black
817,2175.36,2177.36, types and have a fantastic
818,2177.36,2179.36, spicy sweet taste. Brilliant for
819,2179.36,2181.36, everything from curries to rice dishes
820,2181.36,2183.36, and puddings. Coriander.
821,2183.36,2185.36, These citrusy seeds are perfect
822,2185.36,2187.36, in pickles or grind to use in fragrance
823,2187.36,2189.36, stews and soups.
824,2189.36,2191.36, Cumin. A savory spice
825,2191.36,2193.36, that's pungent and nutty. It's great
826,2193.36,2195.36, in marinade with delicious
827,2195.36,2197.36, meat and fish.
828,2197.36,2199.36, Dense cinnamon. Sweetly fragrant
829,2199.36,2201.36, and great with apples or in cakes.
830,2201.36,2203.36, And nutmeg.
831,2203.36,2205.36, Warm and spicy. It's delicious in a
832,2205.36,2207.36, bestial sauce. Finally saffron.
833,2207.36,2209.36, These sweet strands infuse a brilliant
834,2209.36,2211.36, bright red colour and are great in
835,2211.36,2213.36, stews and soups. Finally saffron.
836,2213.36,2215.36, These sweet strands infuse a brilliant
837,2215.36,2217.36, red colour and are great in sourness
838,2217.36,2219.36, stews and even though it's more
839,2219.36,2221.36," expensive than gold, a pinch goes"
840,2221.36,2223.36," a long, long way."
841,2223.36,2225.36, Store your spices properly and
842,2225.36,2227.36, they'll last for years. You keep it
843,2227.36,2229.36, airtight in a tin or in a glass
844,2229.36,2231.36, jar in your cupboard.
845,2231.36,2233.36, Don't be scared of spices.
846,2233.36,2235.36, Like an aftershave or a perfume.
847,2235.36,2237.36, You have to select it yourself. It has
848,2237.36,2239.36, to fit in with your taste and
849,2239.36,2241.36, you have to find what you like and
850,2241.36,2243.36, spice up your cooking.
851,2243.36,2245.36," Like all chefs, I love the"
852,2245.36,2247.36, challenge of transforming classic
853,2247.36,2249.36, recipes. Giving them a new twist to
854,2249.36,2251.36, make them modern and vibrant.
855,2251.36,2253.36, To keep old dishes fresh and
856,2253.36,2255.36," exciting, it's great to get"
857,2255.36,2257.36, spicy.
858,2257.36,2259.36, My next recipe is a
859,2259.36,2261.36, time-honoured British
860,2261.36,2263.36, classic but with the addition of
861,2263.36,2265.36," spices, it's given a new lease of"
862,2265.36,2267.36, life. Fragrant spice rice pudding.
863,2267.36,2269.36, You don't have to cook
864,2269.36,2271.36, savoury dishes. Using
865,2271.36,2273.36, aromatics and spices across desserts
866,2273.36,2275.36, takes your puddings to a completely
867,2275.36,2277.36, different level.
868,2279.36,2281.36," First off, our spices."
869,2281.36,2283.36, This is a fresh vanilla pod.
870,2283.36,2285.36, Fragrant and
871,2285.36,2287.36, packed full of flavour. Use the
872,2287.36,2289.36, back of the knife and flatten it.
873,2289.36,2291.36, That removes all those little
874,2291.36,2293.36, seeds off the skin of
875,2293.36,2295.36," the vanilla pod. Take your knife,"
876,2295.36,2297.36, slice down the middle.
877,2297.36,2299.36," When you open that up, the smell"
878,2299.36,2301.36, is incredible. Take
879,2301.36,2303.36, the tip of the knife and you scrape
880,2303.36,2305.36, inside and look.
881,2305.36,2307.36, All those seeds
882,2307.36,2309.36, dying to come out. That
883,2309.36,2311.36, is incredible. There are thousands
884,2311.36,2313.36, of seeds still ingrained to the
885,2313.36,2315.36, pod. So put them
886,2315.36,2317.36, in the casserole. Cardamom.
887,2317.36,2319.36," Powerful, spicy."
888,2319.36,2321.36, Take two little pods.
889,2321.36,2323.36, Place your knife on top
890,2323.36,2325.36, and lightly crack them.
891,2325.36,2327.36, Crack in the cardamom pods. Helps
892,2327.36,2329.36, release all the amazing flavour.
893,2329.36,2331.36, Clothes. Give it that kind of
894,2331.36,2333.36, aniseed flavour
895,2333.36,2335.36, with a lot of depth.
896,2335.36,2337.36," One, two, three."
897,2337.36,2339.36, Cinnamon stick. Snap
898,2339.36,2341.36, and in.
899,2341.36,2343.36, Just smelling that level of fragrance.
900,2343.36,2345.36, You can imagine what the rice pudding is going to taste of.
901,2345.36,2347.36, Turn on the heat. Lightly toast
902,2347.36,2349.36, those spices just
903,2349.36,2351.36, a couple of seconds. What's going to happen
904,2351.36,2353.36, is it's going to sort of enhance
905,2353.36,2355.36, those spices in a way that it just draws out
906,2355.36,2357.36, an even more powerful fragrance.
907,2357.36,2359.36, Coconut milk in.
908,2361.36,2363.36, Sugar. Two tablespoons.
909,2367.36,2369.36, Milk.
910,2371.36,2373.36, And then a couple of tablespoons of cream.
911,2373.36,2375.36, Bring it slowly to the boil
912,2375.36,2377.36, to allow the flavours to infuse.
913,2377.36,2379.36, And this rice pudding reminds me of my time in India
914,2379.36,2381.36, where I got really into that chai tea
915,2381.36,2383.36, fragrance because it was just so
916,2383.36,2385.36, delicious
917,2385.36,2387.36, and so comforting.
918,2387.36,2389.36, Take a lime
919,2389.36,2391.36, in. The lime just cuts through the richness
920,2391.36,2393.36, of the coconut. Gives it that nice little bit of acidity.
921,2393.36,2395.36, Goes fantastically well with the
922,2395.36,2397.36, cinnamon and that fresh vanilla
923,2397.36,2399.36, nice. Have a taste.
924,2401.36,2403.36, Now let's come up to the boil
925,2403.36,2405.36, give it a nice little clean
926,2405.36,2407.36, around the outside
927,2407.36,2409.36, and in with the rice.
928,2409.36,2411.36, Use 200 grams of pudding rice
929,2411.36,2413.36, don't wash it beforehand because the starch
930,2413.36,2415.36, helps thicken the rice pudding in the oven
931,2415.36,2417.36, and just turn that down to a
932,2417.36,2419.36, light simmer. And the pudding rice starts
933,2419.36,2421.36, to open up and it absorbs all that coconut
934,2421.36,2423.36, vanilla
935,2423.36,2425.36," cardamom, clove"
936,2425.36,2427.36, and cinnamon. Bring up to the boil
937,2427.36,2429.36, gently and cook it out
938,2429.36,2431.36, for three to five minutes.
939,2431.36,2433.36, Boiling it rapidly the rice opens up
940,2433.36,2435.36, and it goes into mush. We want to keep that nice texture
941,2435.36,2437.36, and that sort of fragrant rice pudding
942,2437.36,2439.36, on a gentle simmer.
943,2441.36,2443.36," Next, a little luxury."
944,2443.36,2445.36, I want to show you how
945,2445.36,2447.36, I take this simple delicious aromatic
946,2447.36,2449.36, rice pudding to a completely different level.
947,2449.36,2451.36, Here's what I do. Take
948,2451.36,2453.36," two egg yolks, separate them"
949,2453.36,2455.36, and give that
950,2455.36,2457.36, a really nice whisk.
951,2457.36,2459.36, Mix.
952,2463.36,2465.36, Two nice tablespoons of mascarpone cheese.
953,2465.36,2467.36, Whisk that
954,2467.36,2469.36, into the egg yolks.
955,2475.36,2477.36, Just as nice and smooth.
956,2477.36,2479.36, It's almost like finishing the rice pudding
957,2479.36,2481.36, in a delicious custard. Turn off the gas.
958,2481.36,2483.36, Add that
959,2483.36,2485.36, into the rice pudding. What happens
960,2485.36,2487.36, it starts to enrich
961,2487.36,2489.36, and really thicken this rice pudding
962,2489.36,2491.36, and takes it to a completely different level.
963,2491.36,2493.36, The rice is still not cooked.
964,2493.36,2495.36, It's started to go nice and soft. You can just see
965,2495.36,2497.36, how it's opening up.
966,2497.36,2499.36," But look, it's like rich aromatic"
967,2499.36,2501.36, lava
968,2501.36,2503.36, bubbling away.
969,2503.36,2505.36," Finally, great more citrus zest."
970,2505.36,2507.36, The lime on top.
971,2507.36,2509.36," Roasted, caramelized"
972,2509.36,2511.36, lime zest. On top of the rice pudding
973,2511.36,2513.36, is phenomenal.
974,2513.36,2515.36, Then put it in the oven
975,2515.36,2517.36, for 15 minutes at 200 degrees
976,2517.36,2519.36, to finish cooking the rice
977,2519.36,2521.36, and develop the intensely aromatic flavors.
978,2525.36,2527.36, Look at that.
979,2527.36,2529.36, An incredibly fragrant
980,2529.36,2531.36, rice pudding. How beautiful does that look?
981,2531.36,2533.36, Spices are a brilliant way
982,2533.36,2535.36, of helping classic dishes come alive.
983,2535.36,2537.36," I'll guarantee you'll never, ever"
984,2537.36,2539.36, have had a rice pudding like this before.
985,2543.36,2545.36," Next, my tricks"
986,2545.36,2547.36, of the trade and kitchen tips.
987,2551.36,2553.36," First, how to zest a lemon."
988,2553.36,2555.36, The important part
989,2555.36,2557.36, is not to zest any of the piff.
990,2557.36,2559.36, Watch the following technique
991,2559.36,2561.36, and I'll show you how.
992,2561.36,2563.36, We've got these original graters. Really important
993,2563.36,2565.36," when we use this, we use the fine"
994,2565.36,2567.36, zester. Not the big
995,2567.36,2569.36," rough one, not the one for slicing"
996,2569.36,2571.36, and not the other one for grating.
997,2571.36,2573.36," Next, this little one here."
998,2573.36,2575.36," Onto a plate, because it's always easier"
999,2575.36,2577.36, to lift off from the plate than it is
1000,2577.36,2579.36, on the board. And the most important thing
1001,2579.36,2581.36, about zesting a lemon
1002,2581.36,2583.36, is nice long strokes
1003,2583.36,2585.36, but twisting
1004,2585.36,2587.36, the lemon round. Every time we go down
1005,2587.36,2589.36, we twist.
1006,2589.36,2591.36, Same with the orange and same with the
1007,2591.36,2593.36, lime.
1008,2595.36,2597.36, Little tap.
1009,2597.36,2599.36, If you go too far
1010,2599.36,2601.36, let me just show you
1011,2601.36,2603.36," look, you got that white bitter"
1012,2603.36,2605.36, piff that destroys
1013,2605.36,2607.36, the wonderful
1014,2607.36,2609.36, zesty flavour. And look
1015,2609.36,2611.36, that's what we're looking for there.
1016,2611.36,2613.36, This really nice vibrant lemon zest.
1017,2613.36,2615.36, Delicious.
1018,2615.36,2617.36, Garlic is a key ingredient
1019,2617.36,2619.36, in so many spicy dishes.
1020,2619.36,2621.36, My tip for finely chopping a mintsin
1021,2621.36,2623.36, is add a pinch of salt for abrasion
1022,2623.36,2625.36, which helps break the fibres of the garlic down
1023,2625.36,2627.36, for a much better result.
1024,2627.36,2629.36, For getting the most out root ginger
1025,2629.36,2631.36, simply remove the skin
1026,2631.36,2633.36, using a teaspoon. It's easier
1027,2633.36,2635.36, than using a knife and you can get around the tricky bits.
1028,2635.36,2637.36, Or just keep the skin on
1029,2637.36,2639.36, and give it a good wash.
1030,2641.36,2643.36, Never throw out vanilla
1031,2643.36,2645.36, pots. There's a ton of flavour
1032,2645.36,2647.36, left in the skin. Stick inside jars
1033,2647.36,2649.36, of sugar and leave to infuse.
1034,2649.36,2651.36," Great to sprinkle on cakes, biscuits or porridge."
1035,2653.36,2655.36," When grinding up spices,"
1036,2655.36,2657.36, you can have any leftover. You can store it
1037,2657.36,2659.36, in an airtight jar for up to two months.
1038,2659.36,2661.36, Great for a spicy kick to have at your fingertips.
1039,2667.36,2669.36, Follow my ultimate cookery course
1040,2669.36,2671.36, crammed with key lessons.
1041,2671.36,2673.36, Top tips
1042,2673.36,2675.36, and a hundred recipes to stake your life on.
1043,2675.36,2677.36, And you'll literally be cooking yourself
1044,2677.36,2679.36, into a better chef. Many of these amazing
1045,2679.36,2681.36, recipes are on my app.
1046,2681.36,2683.36, Please check out the app store for details.
1047,2685.36,2687.36, Get cooking!
